Oyster ID,pea crab,blister.number,sponge.perc
TB3LQ19,0,0,0
TB3LQ20,0,0,0
TB3LQ21,0,0,0
TB3LQ22,0,0,0
TB3LQ23,0,0,0
TB3LQ24,0,0,0
TB3LQ25,0,0,0
LO2LQ1,0,0,0
LO2LQ2,0,0,0
LO2LQ3,0,0,0
LO2LQ4,0,0,0
LO2LQ5,0,0,0
LO2LQ6,0,0,0
LO2LQ7,0,1,0
LO2LQ8,0,2,0
LO2LQ9,0,4,0
LO2LQ10,0,1,0
LO2LQ11,0,0,0
LO2LQ12,0,0,0
LO2LQ13,0,2,0
LO2LQ14,0,1,0
LO2LQ15,0,0,0
LO2LQ16,0,0,0
LO2LQ17,0,0,0
LO2LQ18,0,0,0
LO2LQ19,0,3,0
LO2LQ20,0,0,0
LO2LQ21,0,0,0
LO2LQ22,0,2,0
LO2LQ23,0,3,0
LO2LQ24,0,0,0
LO2LQ25,0,0,0
MR3LQ1,1,0,0
MR3LQ2,0,0,0
MR3LQ3,0,1,0
MR3LQ4,0,4,0
MR3LQ5,0,5,0
MR3LQ6,0,4,0
MR3LQ7,0,10,0
MR3LQ8,0,0,0
MR3LQ9,0,0,0
MR3LQ10,0,4,0
MR3LQ11,0,5,0
MR3LQ12,0,1,0
MR3LQ13,0,0,0
MR3LQ14,0,0,0
MR3LQ15,0,0,0
MR3LQ16,0,0,0
MR3LQ17,0,4,0
MR3LQ18,0,3,0
MR3LQ19,0,0,0
MR3LQ20,0,2,0
MR3LQ21,0,2,0
MR3LQ22,0,1,0
MR3LQ23,0,5,0
MR3LQ24,0,1,0
MR3LQ25,0,6,0
SB1LQ1,1,4,0
SB1LQ2,0,0,0
SB1LQ3,0,1,0
SB1LQ4,0,0,0
SB1LQ5,0,0,0
SB1LQ6,0,2,1
SB1LQ7,0,0,0
SB1LQ8,0,0,0
SB1LQ9,0,0,0
SB1LQ10,0,0,0
SB1LQ11,0,0,0
SB1LQ12,0,0,0
SB1LQ13,0,0,0
SB1LQ14,0,3,1
SB1LQ15,0,0,0
SB1LQ16,0,0,0
SB1LQ17,0,0,0
SB1LQ18,0,0,0
SB1LQ19,0,0,0
CM1LQ1,0,0,0
CM1LQ2,0,0,0
CM1LQ3,0,0,0
CM1LQ4,0,0,0
CM1LQ5,0,0,0
CM1LQ6,0,0,0
CM1LQ7,0,0,0
CM1LQ8,0,0,0
CM1LQ9,0,0,0
CM1LQ10,0,0,0
CM1LQ11,0,0,0
CM1LQ12,1,0,0
CM1LQ13,0,1,0
CM1LQ14,0,0,0
CM1LQ15,0,0,0
CM1LQ16,0,0,0
CM1LQ17,0,0,0
CM1LQ18,0,0,0
CM1LQ19,0,0,0
CM1LQ20,0,0,0
CM1LQ21,0,0,0
CM1LQ22,0,2,0
CM1LQ23,0,0,0
CM1LQ24,0,0,0
CM1LQ25,0,0,0
MI3LQ1,0,2,0
MI3LQ2,0,0,0
MI3LQ3,0,0,0
MI3LQ4,0,0,0
MI3LQ5,0,0,0
MI3LQ6,0,0,0
MI3LQ7,0,0,0
MI3LQ8,0,1,0
MI3LQ9,0,0,0
MI3LQ10,0,2,0
MI3LQ11,0,0,0
MI3LQ12,0,1,0
MI3LQ13,0,1,0
MI3LQ14,0,0,0
MI3LQ15,0,0,0
MI3LQ16,0,0,0
MI3LQ17,0,0,0
MI3LQ18,0,0,0
MI3LQ19,0,0,0
MI3LQ20,0,0,0
MI3LQ21,0,0,0
MI3LQ22,0,0,0
MI3LQ23,0,0,0
MI3LQ24,0,1,0
MI3LQ25,0,0,0
RM2LQ1,0,0,0
RM2LQ2,0,0,0
RM2LQ3,0,0,0
RM2LQ4,0,1,0
RM2LQ5,0,0,0
RM2LQ6,0,0,0
RM2LQ7,0,0,0
RM2LQ8,0,0,0
RM2LQ9,0,0,0
RM2LQ10,1,0,0
RM2LQ11,0,0,0
RM2LQ12,0,0,0
RM2LQ13,0,0,0
RM2LQ14,0,0,0
RM2LQ15,0,0,0
RM2LQ16,0,0,0
RM2LQ17,0,0,0
RM2LQ18,0,0,0
RM2LQ19,0,0,0
RM2LQ20,0,0,0
RM2LQ21,0,0,0
RM2LQ22,0,0,0
RM2LQ23,0,0,0
RM2LQ24,0,0,0
RM2LQ25,0,0,0
JC3LQ1,0,0,0
JC3LQ2,0,1,0
JC3LQ3,0,0,0
JC3LQ4,0,0,0
JC3LQ5,0,0,0
JC3LQ6,0,0,0
JC3LQ7,0,0,0
JC3LQ8,0,0,0
JC3LQ9,0,0,0
JC3LQ10,0,5,0
JC3LQ11,0,2,0
JC3LQ12,0,0,0
JC3LQ13,0,0,0
JC3LQ14,0,0,0
JC3LQ15,0,4,0
JC3LQ16,0,1,0
JC3LQ17,0,0,0
JC3LQ18,0,0,0
JC3LQ19,0,1,0
JC3LQ20,0,0,0
JC3LQ21,0,1,0
JC3LQ22,0,0,0
JC3LQ23,0,0,0
JC3LQ24,0,2,0
LO1LQ1,0,0,0
LO1LQ2,0,0,0
LO1LQ3,0,0,0
LO1LQ4,0,0,0
LO1LQ5,0,0,0
LO1LQ6,0,4,0
LO1LQ7,0,0,0
LO1LQ8,0,1,0
LO1LQ9,0,5,0
LO1LQ10,0,1,0
LO1LQ11,1,0,0
LO1LQ12,0,0,0
LO1LQ13,0,4,0
LO1LQ14,0,0,0
LO1LQ15,0,0,0
LO1LQ16,0,0,0
LO1LQ17,0,3,0
LO1LQ18,0,0,0
LO1LQ19,0,0,0
LO1LQ20,0,0,0
LO1LQ21,0,0,0
LO1LQ22,0,1,0
LO1LQ23,0,0,0
LO1LQ24,0,0,0
SB2LQ1,1,0,0
SB2LQ2,0,3,0
SB2LQ3,0,0,0
SB2LQ4,0,0,0
SB2LQ5,0,0,0
SB2LQ6,0,1,0
SB2LQ7,0,3,0
SB2LQ8,0,4,1
SB2LQ9,0,0,0
SB2LQ10,0,0,0
SB2LQ11,0,0,0
SB2LQ12,0,0,0
SB2LQ13,0,0,0
SB2LQ14,0,0,0
SB2LQ15,0,0,0
SB2LQ16,0,0,0
SB2LQ17,0,0,0
SB2LQ18,0,1,1
SB2LQ19,1,0,0
SB2LQ20,0,0,1
SB2LQ21,0,0,1
SB2LQ22,0,0,0
SB2LQ23,0,3,1
SB2LQ24,1,2,0
SB2LQ25,0,0,0
TB2LQ1,1,0,0
TB2LQ2,0,0,0
TB2LQ3,0,0,0
TB2LQ4,0,0,0
TB2LQ5,0,7,0
TB2LQ6,0,0,0
TB2LQ7,0,1,0
TB2LQ8,0,0,0
TB2LQ9,0,0,0
TB2LQ10,0,0,0
TB2LQ11,1,1,1
TB2LQ12,0,4,1
TB2LQ13,0,0,0
TB2LQ14,0,0,0
TB2LQ15,1,0,0
TB2LQ16,0,0,0
TB2LQ17,0,0,0
TB2LQ18,0,0,0
TB2LQ19,0,0,0
TB2LQ20,0,0,0
TB2LQ21,0,1,0
TB2LQ22,0,4,1
TB2LQ23,0,0,0
TB2LQ24,0,1,0
TB2LQ25,0,0,0
MR2LQ1,0,0,0
MR2LQ2,0,0,0
MR2LQ3,0,0,0
MR2LQ4,0,2,0
MR2LQ5,0,6,0
MR2LQ6,0,0,0
MR2LQ7,0,0,0
MR2LQ8,0,0,0
MR2LQ9,0,0,0
MR2LQ10,0,0,0
MR2LQ11,0,2,0
MR2LQ12,0,1,0
MR2LQ13,0,2,0
MR2LQ14,0,1,0
MR2LQ15,0,7,0
MR2LQ16,0,0,0
MR2LQ17,0,0,0
MR2LQ18,0,4,0
MR2LQ19,0,0,0
MR2LQ20,1,0,0
MR2LQ21,0,0,0
MR2LQ22,0,7,0
MR2LQ23,0,9,0
MR2LQ24,0,0,0
MR2LQ25,0,2,0
TB1SQ1,0,0,0
TB1SQ2,0,0,0
TB1SQ3,0,0,0
TB1SQ4,0,0,0
TB1SQ5,0,0,0
TB1SQ6,0,1,0
TB1SQ7,0,0,0
TB1SQ8,0,0,0
TB1SQ9,0,0,0
TB1SQ10,0,1,0
LO2SQ1,0,0,0
LO2SQ2,0,0,0
LO2SQ3,0,0,0
LO2SQ4,0,0,0
LO2SQ5,0,0,0
LO2SQ6,0,0,0
LO2SQ7,0,0,0
LO2SQ8,0,0,0
LO2SQ9,0,0,0
LO2SQ10,0,1,0
RM3SQ1,0,2,0
RM3SQ2,0,0,0
RM3SQ3,0,0,0
RM3SQ4,0,0,0
RM3SQ5,0,0,0
RM3SQ6,0,0,0
RM3SQ7,0,0,0
RM3SQ8,1,1,1
RM3SQ9,0,0,1
RM3SQ10,0,1,1
CM2SQ1,0,0,0
CM2SQ2,0,0,0
CM2SQ3,0,0,0
CM2SQ4,0,0,0
CM2SQ5,0,0,0
CM2SQ6,0,0,0
CM2SQ7,0,0,0
CM2SQ8,0,0,0
CM2SQ9,0,0,0
CM2SQ10,0,0,0
MI3SQ1,0,0,0
MI3SQ2,0,2,0
MI3SQ3,0,0,0
MI3SQ4,0,0,1
MI3SQ5,0,0,0
MI3SQ6,0,1,0
MI3SQ7,0,0,0
MI3SQ8,0,0,0
MI3SQ9,0,1,0
MI3SQ10,0,0,0
SB2SQ1,0,0,0
SB2SQ2,0,0,0
SB2SQ3,0,0,1
SB2SQ4,0,0,0
SB2SQ5,0,3,0
SB2SQ6,0,0,0
SB2SQ7,0,0,0
SB2SQ8,0,0,0
SB2SQ9,0,0,0
SB2SQ10,0,0,0
MR2SQ1,0,0,0
MR2SQ2,0,0,0
MR2SQ3,0,3,0
MR2SQ4,0,2,0
MR2SQ5,0,1,0
MR2SQ6,0,3,0
MR2SQ7,0,0,0
MR2SQ8,0,0,0
MR2SQ9,0,0,0
MR2SQ10,0,4,0
JC1SQ1,0,0,0
JC1SQ2,0,0,0
JC1SQ3,0,0,0
JC1SQ4,0,0,0
JC1SQ5,0,0,0
JC1SQ6,0,0,0
JC1SQ7,0,0,0
JC1SQ8,0,6,0
JC1SQ9,0,2,0
JC1SQ10,0,0,0
MR3SQ1,0,0,0
MR3SQ2,0,0,0
MR3SQ3,0,0,0
MR3SQ4,0,0,0
MR3SQ5,0,0,0
MR3SQ6,0,0,0
MR3SQ7,0,2,0
MR3SQ8,0,0,0
MR3SQ9,0,0,0
MR3SQ10,0,0,0
JC2SQ1,0,0,0
JC2SQ2,0,0,0
JC2SQ3,0,0,0
JC2SQ4,0,0,0
JC2SQ5,0,0,0
JC2SQ6,0,3,0
JC2SQ7,0,0,0
JC2SQ8,0,0,0
JC2SQ9,0,0,0
JC2SQ10,0,0,0
TB3SQ1,0,0,0
TB3SQ2,0,0,0
TB3SQ3,0,0,0
TB3SQ4,0,0,0
TB3SQ5,0,0,0
TB3SQ6,0,0,0
TB3SQ7,0,0,0
TB3SQ8,0,0,0
TB3SQ9,0,0,0
TB3SQ10,0,0,0
SB1SQ1,0,0,0
SB1SQ2,0,0,0
SB1SQ3,0,0,0
SB1SQ4,0,0,0
SB1SQ5,0,0,0
SB1SQ6,0,0,0
SB1SQ7,0,0,0
SB1SQ8,0,0,0
SB1SQ9,0,0,0
SB1SQ10,0,0,0
CM1SQ1,0,0,0
CM1SQ2,0,0,0
CM1SQ3,0,0,0
CM1SQ4,0,0,0
CM1SQ5,0,0,0
CM1SQ6,0,0,0
CM1SQ7,0,0,0
CM1SQ8,0,0,0
CM1SQ9,0,0,0
CM1SQ10,0,0,0
MI1SQ1,0,0,0
MI1SQ2,0,0,0
MI1SQ3,0,0,0
MI1SQ4,0,0,0
MI1SQ5,0,0,0
MI1SQ6,0,0,0
MI1SQ7,0,0,0
MI1SQ8,0,0,0
MI1SQ9,0,0,0
MI1SQ10,0,0,0
LO3SQ1,0,0,0
LO3SQ2,0,0,0
LO3SQ3,0,0,0
LO3SQ4,1,0,0
LO3SQ5,0,0,0
LO3SQ6,0,0,0
LO3SQ7,0,1,0
LO3SQ8,0,0,0
LO3SQ9,0,0,0
LO3SQ10,0,0,0
RM1SQ1,0,0,0
RM1SQ2,0,0,0
RM1SQ3,0,0,0
RM1SQ4,0,0,0
RM1SQ5,0,0,0
RM1SQ6,0,0,0
RM1SQ7,0,0,0
RM1SQ8,0,0,0
RM1SQ9,0,0,0
RM1SQ10,0,0,0
JC3SQ1,0,0,0
JC3SQ2,0,0,0
JC3SQ3,0,0,0
JC3SQ4,0,0,0
JC3SQ5,0,0,0
JC3SQ6,0,0,0
JC3SQ7,0,0,0
JC3SQ8,0,0,0
JC3SQ9,0,1,0
JC3SQ10,0,0,0
MI2SQ1,0,0,0
MI2SQ2,0,0,0
MI2SQ3,0,0,0
MI2SQ4,0,5,0
MI2SQ5,0,0,0
MI2SQ6,0,0,0
MI2SQ7,0,0,0
MI2SQ8,0,2,0
MI2SQ9,0,0,0
MI2SQ10,0,1,0
MR1SQ1,0,2,0
MR1SQ2,0,0,0
MR1SQ3,0,0,0
MR1SQ4,0,0,0
MR1SQ5,0,0,0
MR1SQ6,0,0,0
MR1SQ7,0,3,0
MR1SQ8,0,0,0
MR1SQ9,0,0,0
MR1SQ10,0,0,0
CM3SQ1,0,0,0
CM3SQ2,0,0,0
CM3SQ3,0,0,0
CM3SQ4,0,0,0
CM3SQ5,0,0,0
CM3SQ6,0,0,0
CM3SQ7,0,0,0
CM3SQ8,0,0,0
CM3SQ9,0,0,0
CM3SQ10,0,0,0
LO1SQ1,0,0,0
LO1SQ2,0,0,0
LO1SQ3,0,0,0
LO1SQ4,0,0,0
LO1SQ5,0,0,0
LO1SQ6,0,0,0
LO1SQ7,0,0,0
LO1SQ8,0,0,0
LO1SQ9,0,0,0
LO1SQ10,0,0,0
SB3SQ1,0,2,0
SB3SQ2,0,0,0
SB3SQ3,0,0,0
SB3SQ4,0,0,0
SB3SQ5,0,0,0
SB3SQ6,0,0,0
SB3SQ7,0,1,0
SB3SQ8,0,0,0
SB3SQ9,0,0,0
SB3SQ10,0,0,0
RM2SQ1,0,0,0
RM2SQ2,0,0,0
RM2SQ3,0,0,0
RM2SQ4,0,0,0
RM2SQ5,0,0,0
RM2SQ6,0,0,0
RM2SQ7,0,0,0
RM2SQ8,0,0,0
RM2SQ9,0,0,0
RM2SQ10,0,0,0
TB2SQ1,0,0,0
TB2SQ2,0,1,0
TB2SQ3,0,2,0
TB2SQ4,0,0,0
TB2SQ5,0,0,0
TB2SQ6,0,0,0
TB2SQ7,0,3,0
TB2SQ8,1,0,0
TB2SQ9,0,0,0
TB2SQ10,0,0,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
